Time (s) Run #2,"Current, Ch A (A) Run #2","Voltage, Ch B (V) Run #2","Voltage, Ch C (V) Run #2"
106.5,-5.32E-12,52.1,-0.002
106.55,-5.28E-12,52.1,-0.002
106.6,-5.25E-12,52.1,-0.002
106.65,-5.23E-12,52.2,-0.002
106.7,-5.21E-12,52.2,-0.002
106.75,-5.18E-12,52.2,-0.002
106.8,-5.16E-12,52.3,-0.002
106.85,-5.14E-12,52.3,-0.002
106.9,-5.13E-12,52.3,-0.002
106.95,-5.11E-12,52.3,-0.002
107,-5.09E-12,52.3,-0.002
107.05,-5.07E-12,52.4,-0.002
107.1,-5.05E-12,52.4,-0.002
107.15,-5.04E-12,52.4,-0.002
107.2,-5.03E-12,52.4,-0.002
107.25,-5.02E-12,52.5,-0.002
107.3,-5.02E-12,52.5,-0.002
107.35,-5.01E-12,52.5,-0.002
107.4,-5.01E-12,52.6,-0.002
107.45,-5.00E-12,52.6,-0.002
107.5,-5.02E-12,52.6,-0.002
107.55,-5.03E-12,52.6,-0.002
107.6,-5.04E-12,52.6,-0.002
107.65,-5.04E-12,52.6,-0.002
107.7,-5.05E-12,52.7,-0.002
107.75,-5.05E-12,52.7,-0.002
107.8,-5.07E-12,52.7,-0.002
107.85,-5.08E-12,52.7,-0.002
107.9,-5.08E-12,52.7,-0.002
107.95,-5.09E-12,52.7,-0.002
108,-5.10E-12,52.7,-0.002
108.05,-5.10E-12,52.8,-0.002
108.1,-5.11E-12,52.8,-0.002
108.15,-5.12E-12,52.8,-0.002
108.2,-5.13E-12,52.8,-0.002
108.25,-5.14E-12,52.8,-0.002
108.3,-5.16E-12,52.8,-0.002
108.35,-5.17E-12,52.9,-0.002
108.4,-5.19E-12,52.9,-0.002
108.45,-5.22E-12,52.9,-0.002
108.5,-5.23E-12,52.9,-0.002
108.55,-5.26E-12,52.9,-0.002
108.6,-5.28E-12,53,-0.002
108.65,-5.31E-12,53,-0.002
108.7,-5.34E-12,53,-0.002
108.75,-5.37E-12,53,-0.002
108.8,-5.40E-12,53,-0.002
108.85,-5.42E-12,53,-0.002
108.9,-5.44E-12,53,-0.002
108.95,-5.47E-12,53.1,-0.002
109,-5.50E-12,53.1,-0.002
109.05,-5.51E-12,53.1,-0.002
109.1,-5.54E-12,53.1,-0.002
109.15,-5.56E-12,53.1,-0.002
109.2,-5.59E-12,53.1,-0.002
109.25,-5.60E-12,53.1,-0.002
109.3,-5.60E-12,53.1,-0.002
109.35,-5.62E-12,53.1,-0.002
109.4,-5.64E-12,53.1,-0.002
109.45,-5.65E-12,53.1,-0.002
109.5,-5.65E-12,53.1,-0.002
109.55,-5.65E-12,53.1,-0.002
109.6,-5.65E-12,53.1,-0.002
109.65,-5.67E-12,53.1,-0.002
109.7,-5.67E-12,53.1,-0.002
109.75,-5.66E-12,53.1,-0.002
109.8,-5.66E-12,53.1,-0.002
109.85,-5.67E-12,53.1,-0.002
109.9,-5.68E-12,53.1,-0.002
109.95,-5.68E-12,53.1,-0.002
110,-5.67E-12,53.1,-0.002
110.05,-5.67E-12,53.1,-0.002
110.1,-5.68E-12,53.1,-0.002
110.15,-5.69E-12,53.1,-0.002
110.2,-5.70E-12,53.1,-0.002
110.25,-5.72E-12,53.2,-0.002
110.3,-5.74E-12,53.2,-0.002
110.35,-5.78E-12,53.2,-0.002
110.4,-5.79E-12,53.2,-0.002
110.45,-5.81E-12,53.2,-0.002
110.5,-5.84E-12,53.2,-0.002
110.55,-5.87E-12,53.3,-0.002
110.6,-5.90E-12,53.3,-0.002
110.65,-5.95E-12,53.3,-0.002
110.7,-5.98E-12,53.3,-0.002
110.75,-6.02E-12,53.3,-0.002
110.8,-6.05E-12,53.3,-0.002
110.85,-6.08E-12,53.3,-0.002
110.9,-6.12E-12,53.3,-0.002
110.95,-6.16E-12,53.4,-0.002
111,-6.19E-12,53.4,-0.002
111.05,-6.21E-12,53.4,-0.002
111.1,-6.25E-12,53.4,-0.002
111.15,-6.26E-12,53.4,-0.002
111.2,-6.30E-12,53.4,-0.002
111.25,-6.32E-12,53.4,-0.002
111.3,-6.35E-12,53.4,-0.002
111.35,-6.39E-12,53.4,-0.002
111.4,-6.41E-12,53.5,-0.002
111.45,-6.46E-12,53.5,-0.002
111.5,-6.49E-12,53.5,-0.002
111.55,-6.52E-12,53.5,-0.002
111.6,-6.56E-12,53.5,-0.002
111.65,-6.61E-12,53.6,-0.002
111.7,-6.65E-12,53.6,-0.002
111.75,-6.70E-12,53.6,-0.002
111.8,-6.75E-12,53.6,-0.002
111.85,-6.80E-12,53.7,-0.002
111.9,-6.86E-12,53.7,-0.002
111.95,-6.91E-12,53.7,-0.002
112,-6.97E-12,53.7,-0.002
112.05,-7.04E-12,53.7,-0.002
112.1,-7.10E-12,53.8,-0.002
112.15,-7.17E-12,53.8,-0.002
112.2,-7.23E-12,53.8,-0.002
112.25,-7.28E-12,53.8,-0.002
112.3,-7.36E-12,53.8,-0.002
112.35,-7.40E-12,53.9,-0.002
112.4,-7.47E-12,53.9,-0.002
112.45,-7.53E-12,53.9,-0.002
112.5,-7.58E-12,53.9,-0.002
112.55,-7.63E-12,53.9,-0.002
112.6,-7.69E-12,53.9,-0.002
112.65,-7.75E-12,53.9,-0.002
112.7,-7.80E-12,53.9,-0.002
112.75,-7.84E-12,53.9,-0.002
112.8,-7.89E-12,53.9,-0.002
112.85,-7.92E-12,54,-0.002
112.9,-7.96E-12,54,-0.002
112.95,-8.00E-12,54,-0.002
113,-8.03E-12,54,-0.002
113.05,-8.06E-12,54,-0.002
113.1,-8.08E-12,54,-0.002
113.15,-8.11E-12,54,-0.002
113.2,-8.12E-12,54,-0.002
113.25,-8.14E-12,54,-0.002
113.3,-8.17E-12,54,-0.002
113.35,-8.19E-12,54,-0.002
113.4,-8.21E-12,54,-0.002
113.45,-8.23E-12,54,-0.002
113.5,-8.24E-12,54,-0.002
113.55,-8.26E-12,54,-0.002
113.6,-8.28E-12,54,-0.002
113.65,-8.30E-12,54,-0.002
113.7,-8.31E-12,54.1,-0.002
113.75,-8.32E-12,54.1,-0.002
113.8,-8.35E-12,54.1,-0.002
113.85,-8.36E-12,54.1,-0.002
113.9,-8.39E-12,54.1,-0.002
113.95,-8.41E-12,54.1,-0.002
114,-8.43E-12,54.1,-0.002
114.05,-8.45E-12,54.1,-0.002
114.1,-8.49E-12,54.1,-0.002
114.15,-8.50E-12,54.1,-0.002
114.2,-8.52E-12,54.1,-0.002
114.25,-8.54E-12,54.2,-0.002
114.3,-8.58E-12,54.2,-0.002
114.35,-8.59E-12,54.2,-0.002
114.4,-8.61E-12,54.2,-0.002
114.45,-8.64E-12,54.2,-0.002
114.5,-8.66E-12,54.2,-0.002
114.55,-8.69E-12,54.2,-0.002
114.6,-8.71E-12,54.2,-0.002
114.65,-8.74E-12,54.2,-0.002
114.7,-8.77E-12,54.2,-0.002
114.75,-8.79E-12,54.2,-0.002
114.8,-8.81E-12,54.3,-0.002
114.85,-8.85E-12,54.3,-0.002
114.9,-8.87E-12,54.3,-0.002
114.95,-8.89E-12,54.3,-0.002
115,-8.92E-12,54.3,-0.002
115.05,-8.93E-12,54.3,-0.002
115.1,-8.97E-12,54.3,-0.002
115.15,-8.99E-12,54.3,-0.002
115.2,-9.02E-12,54.3,-0.002
115.25,-9.04E-12,54.3,-0.002
115.3,-9.07E-12,54.4,-0.002
115.35,-9.09E-12,54.4,-0.002
115.4,-9.11E-12,54.4,-0.002
115.45,-9.13E-12,54.4,-0.002
115.5,-9.16E-12,54.4,-0.002
115.55,-9.18E-12,54.4,-0.002
115.6,-9.21E-12,54.4,-0.002
115.65,-9.22E-12,54.4,-0.002
115.7,-9.23E-12,54.4,-0.002
115.75,-9.24E-12,54.4,-0.002
115.8,-9.26E-12,54.5,-0.002
115.85,-9.28E-12,54.5,-0.002
115.9,-9.29E-12,54.5,-0.002
115.95,-9.30E-12,54.5,-0.002
116,-9.32E-12,54.5,-0.002
116.05,-9.33E-12,54.5,-0.002
116.1,-9.35E-12,54.5,-0.002
116.15,-9.38E-12,54.5,-0.002
116.2,-9.40E-12,54.6,-0.002
116.25,-9.42E-12,54.6,-0.002
116.3,-9.45E-12,54.6,-0.002
116.35,-9.47E-12,54.6,-0.002
116.4,-9.48E-12,54.6,-0.002
116.45,-9.51E-12,54.6,-0.002
116.5,-9.51E-12,54.6,-0.002
116.55,-9.54E-12,54.6,-0.002
116.6,-9.57E-12,54.6,-0.002
116.65,-9.58E-12,54.7,-0.002
116.7,-9.59E-12,54.7,-0.002
116.75,-9.59E-12,54.7,-0.002
116.8,-9.61E-12,54.7,-0.002
116.85,-9.62E-12,54.7,-0.002
116.9,-9.64E-12,54.8,-0.002
116.95,-9.63E-12,54.8,-0.002
117,-9.65E-12,54.8,-0.002
117.05,-9.66E-12,54.8,-0.002
117.1,-9.67E-12,54.8,-0.002
117.15,-9.68E-12,54.9,-0.002
117.2,-9.70E-12,54.9,-0.002
117.25,-9.69E-12,54.9,-0.002
117.3,-9.71E-12,54.9,-0.002
117.35,-9.72E-12,54.9,-0.003
117.4,-9.71E-12,54.9,-0.002
117.45,-9.71E-12,54.9,-0.002
117.5,-9.71E-12,54.9,-0.002
117.55,-9.71E-12,55,-0.002
117.6,-9.72E-12,55,-0.002
117.65,-9.71E-12,55,-0.002
117.7,-9.71E-12,55,-0.002
117.75,-9.71E-12,55,-0.002
117.8,-9.70E-12,55,-0.002
117.85,-9.71E-12,55,-0.002
117.9,-9.70E-12,55.1,-0.002
117.95,-9.70E-12,55.1,-0.002
118,-9.68E-12,55.1,-0.002
118.05,-9.69E-12,55.1,-0.002
118.1,-9.66E-12,55.1,-0.002
118.15,-9.65E-12,55.1,-0.002
118.2,-9.65E-12,55.2,-0.002
118.25,-9.64E-12,55.2,-0.002
118.3,-9.62E-12,55.2,-0.002
118.35,-9.61E-12,55.2,-0.002
118.4,-9.59E-12,55.3,-0.002
118.45,-9.56E-12,55.3,-0.002
118.5,-9.53E-12,55.3,-0.002
118.55,-9.50E-12,55.3,-0.002
118.6,-9.48E-12,55.3,-0.002
118.65,-9.45E-12,55.3,-0.002
118.7,-9.44E-12,55.4,-0.002
118.75,-9.41E-12,55.4,-0.002
118.8,-9.38E-12,55.4,-0.002
118.85,-9.36E-12,55.4,-0.002
118.9,-9.31E-12,55.4,-0.002
118.95,-9.29E-12,55.5,-0.002
119,-9.27E-12,55.5,-0.002
119.05,-9.22E-12,55.5,-0.002
119.1,-9.18E-12,55.5,-0.002
119.15,-9.14E-12,55.5,-0.002
119.2,-9.10E-12,55.5,-0.002
119.25,-9.09E-12,55.5,-0.002
119.3,-9.06E-12,55.5,-0.002
119.35,-9.03E-12,55.5,-0.002
119.4,-9.01E-12,55.6,-0.002
119.45,-8.98E-12,55.6,-0.002
119.5,-8.95E-12,55.6,-0.002
119.55,-8.96E-12,55.6,-0.002
119.6,-8.93E-12,55.6,-0.002
119.65,-8.90E-12,55.6,-0.002
119.7,-8.89E-12,55.6,-0.002
119.75,-8.89E-12,55.6,-0.002
119.8,-8.86E-12,55.6,-0.002
119.85,-8.86E-12,55.6,-0.002
119.9,-8.85E-12,55.6,-0.002
119.95,-8.85E-12,55.6,-0.002
120,-8.83E-12,55.6,-0.002
120.05,-8.83E-12,55.6,-0.002
120.1,-8.82E-12,55.6,-0.002
120.15,-8.82E-12,55.6,-0.002
120.2,-8.81E-12,55.6,-0.002
120.25,-8.80E-12,55.6,-0.002
120.3,-8.81E-12,55.6,-0.002
120.35,-8.80E-12,55.6,-0.002
120.4,-8.80E-12,55.6,-0.002
120.45,-8.80E-12,55.6,-0.002
120.5,-8.79E-12,55.6,-0.002
120.55,-8.78E-12,55.6,-0.002
120.6,-8.76E-12,55.6,-0.002
120.65,-8.75E-12,55.7,-0.002
120.7,-8.72E-12,55.7,-0.002
120.75,-8.71E-12,55.7,-0.002
120.8,-8.69E-12,55.7,-0.002
120.85,-8.65E-12,55.7,-0.002
120.9,-8.63E-12,55.7,-0.002
120.95,-8.60E-12,55.7,-0.002
121,-8.56E-12,55.8,-0.002
121.05,-8.52E-12,55.8,-0.002
121.1,-8.47E-12,55.8,-0.002
121.15,-8.43E-12,55.8,-0.002
121.2,-8.39E-12,55.8,-0.002
121.25,-8.35E-12,55.8,-0.002
121.3,-8.28E-12,55.9,-0.002
121.35,-8.24E-12,55.9,-0.002
121.4,-8.19E-12,55.9,-0.002
121.45,-8.15E-12,55.9,-0.002
121.5,-8.14E-12,55.9,-0.002
121.55,-8.09E-12,55.9,-0.002
121.6,-8.06E-12,55.9,-0.002
121.65,-8.02E-12,55.9,-0.002
121.7,-7.98E-12,56,-0.002
121.75,-7.96E-12,56,-0.002
121.8,-7.93E-12,56,-0.002
121.85,-7.88E-12,56,-0.002
121.9,-7.84E-12,56,-0.002
121.95,-7.81E-12,56,-0.002
122,-7.76E-12,56,-0.002
122.05,-7.72E-12,56,-0.002
122.1,-7.69E-12,56,-0.002
122.15,-7.66E-12,56,-0.002
122.2,-7.63E-12,56.1,-0.002
122.25,-7.59E-12,56.1,-0.002
122.3,-7.57E-12,56.1,-0.002
122.35,-7.54E-12,56.1,-0.002
122.4,-7.51E-12,56.1,-0.002
122.45,-7.50E-12,56.1,-0.002
122.5,-7.47E-12,56.1,-0.002
122.55,-7.44E-12,56.1,-0.002
122.6,-7.42E-12,56.1,-0.002
122.65,-7.40E-12,56.1,-0.002
122.7,-7.37E-12,56.1,-0.002
122.75,-7.35E-12,56.2,-0.002
122.8,-7.33E-12,56.2,-0.002
122.85,-7.30E-12,56.2,-0.002
122.9,-7.27E-12,56.2,-0.002
122.95,-7.24E-12,56.2,-0.002
123,-7.21E-12,56.2,-0.002
123.05,-7.18E-12,56.2,-0.002
123.1,-7.13E-12,56.2,-0.002
123.15,-7.10E-12,56.3,-0.002
123.2,-7.07E-12,56.3,-0.002
123.25,-7.04E-12,56.3,-0.002
123.3,-7.00E-12,56.3,-0.002
123.35,-6.95E-12,56.3,-0.002
123.4,-6.91E-12,56.3,-0.002
123.45,-6.88E-12,56.3,-0.002
123.5,-6.85E-12,56.4,-0.002
123.55,-6.83E-12,56.4,-0.002
123.6,-6.78E-12,56.4,-0.002
123.65,-6.76E-12,56.4,-0.002
123.7,-6.72E-12,56.4,-0.002
123.75,-6.68E-12,56.4,-0.002
123.8,-6.66E-12,56.4,-0.002
123.85,-6.64E-12,56.4,-0.002
123.9,-6.59E-12,56.5,-0.002
123.95,-6.57E-12,56.5,-0.002
124,-6.54E-12,56.5,-0.002
124.05,-6.52E-12,56.5,-0.002
124.1,-6.48E-12,56.5,-0.002
124.15,-6.46E-12,56.5,-0.002
124.2,-6.44E-12,56.5,-0.002
124.25,-6.40E-12,56.6,-0.002
124.3,-6.37E-12,56.6,-0.002
124.35,-6.35E-12,56.6,-0.002
124.4,-6.31E-12,56.6,-0.002
124.45,-6.26E-12,56.6,-0.002
124.5,-6.23E-12,56.6,-0.002
124.55,-6.19E-12,56.7,-0.002
124.6,-6.17E-12,56.7,-0.002
124.65,-6.13E-12,56.7,-0.002
124.7,-6.09E-12,56.7,-0.002
124.75,-6.05E-12,56.7,-0.002
124.8,-6.02E-12,56.7,-0.002
124.85,-5.99E-12,56.8,-0.002
124.9,-5.96E-12,56.8,-0.002
124.95,-5.92E-12,56.8,-0.002
125,-5.90E-12,56.8,-0.002
125.05,-5.88E-12,56.8,-0.002
125.1,-5.84E-12,56.8,-0.002
125.15,-5.83E-12,56.8,-0.002
125.2,-5.80E-12,56.9,-0.002
125.25,-5.78E-12,56.9,-0.002
125.3,-5.75E-12,56.9,-0.002
125.35,-5.73E-12,56.9,-0.002
125.4,-5.72E-12,56.9,-0.002
125.45,-5.70E-12,56.9,-0.002
125.5,-5.70E-12,57,-0.002
125.55,-5.68E-12,57,-0.002
125.6,-5.67E-12,57,-0.002
125.65,-5.67E-12,57,-0.002
125.7,-5.64E-12,57,-0.002
125.75,-5.63E-12,57,-0.002
125.8,-5.61E-12,57.1,-0.002
125.85,-5.59E-12,57.1,-0.002
125.9,-5.58E-12,57.1,-0.002
125.95,-5.57E-12,57.1,-0.002
126,-5.54E-12,57.1,-0.002
126.05,-5.54E-12,57.2,-0.002
126.1,-5.53E-12,57.2,-0.002
126.15,-5.52E-12,57.2,-0.002
126.2,-5.51E-12,57.2,-0.002
126.25,-5.49E-12,57.2,-0.002
126.3,-5.50E-12,57.3,-0.002
126.35,-5.49E-12,57.3,-0.002
126.4,-5.48E-12,57.3,-0.002
126.45,-5.49E-12,57.3,-0.002
126.5,-5.48E-12,57.4,-0.002
126.55,-5.49E-12,57.4,-0.002
126.6,-5.50E-12,57.4,-0.002
126.65,-5.51E-12,57.4,-0.002
126.7,-5.52E-12,57.5,-0.002
126.75,-5.54E-12,57.5,-0.002
126.8,-5.54E-12,57.5,-0.002
126.85,-5.56E-12,57.5,-0.002
126.9,-5.57E-12,57.6,-0.002
126.95,-5.59E-12,57.6,-0.002
127,-5.61E-12,57.6,-0.002
127.05,-5.64E-12,57.6,-0.002
127.1,-5.66E-12,57.6,-0.002
127.15,-5.67E-12,57.7,-0.002
127.2,-5.69E-12,57.7,-0.002
127.25,-5.72E-12,57.7,-0.002
127.3,-5.74E-12,57.7,-0.002
127.35,-5.78E-12,57.7,-0.002
127.4,-5.81E-12,57.8,-0.002
127.45,-5.84E-12,57.8,-0.002
127.5,-5.87E-12,57.8,-0.002
127.55,-5.92E-12,57.8,-0.002
127.6,-5.96E-12,57.9,-0.002
127.65,-5.99E-12,57.9,-0.002
127.7,-6.04E-12,57.9,-0.002
127.75,-6.09E-12,57.9,-0.002
127.8,-6.13E-12,58,-0.002
127.85,-6.18E-12,58,-0.002
127.9,-6.23E-12,58,-0.002
127.95,-6.27E-12,58,-0.002
128,-6.32E-12,58.1,-0.002
128.05,-6.38E-12,58.1,-0.002
128.1,-6.44E-12,58.1,-0.002
128.15,-6.50E-12,58.2,-0.002
128.2,-6.58E-12,58.2,-0.002
128.25,-6.67E-12,58.2,-0.002
128.3,-6.74E-12,58.2,-0.002
128.35,-6.81E-12,58.2,-0.002
128.4,-6.89E-12,58.3,-0.002
128.45,-6.98E-12,58.3,-0.002
128.5,-7.04E-12,58.3,-0.002
128.55,-7.11E-12,58.3,-0.002
128.6,-7.18E-12,58.3,-0.002
128.65,-7.24E-12,58.4,-0.002
128.7,-7.32E-12,58.4,-0.002
128.75,-7.37E-12,58.4,-0.002
128.8,-7.45E-12,58.4,-0.002
128.85,-7.52E-12,58.4,-0.002
128.9,-7.58E-12,58.4,-0.002
128.95,-7.65E-12,58.4,-0.002
129,-7.71E-12,58.5,-0.002
129.05,-7.76E-12,58.5,-0.002
129.1,-7.80E-12,58.5,-0.002
129.15,-7.85E-12,58.5,-0.002
129.2,-7.90E-12,58.5,-0.002
129.25,-7.93E-12,58.5,-0.002
129.3,-7.97E-12,58.5,-0.002
129.35,-8.00E-12,58.5,-0.002
129.4,-8.02E-12,58.5,-0.002
129.45,-8.04E-12,58.5,-0.002
129.5,-8.07E-12,58.5,-0.002
129.55,-8.10E-12,58.5,-0.002
129.6,-8.11E-12,58.5,-0.002
129.65,-8.12E-12,58.5,-0.002
129.7,-8.15E-12,58.5,-0.002
129.75,-8.14E-12,58.5,-0.002
129.8,-8.15E-12,58.5,-0.002
129.85,-8.15E-12,58.5,-0.002
129.9,-8.16E-12,58.5,-0.002
129.95,-8.17E-12,58.5,-0.002
130,-8.16E-12,58.5,-0.002
130.05,-8.18E-12,58.5,-0.002
130.1,-8.19E-12,58.5,-0.002
130.15,-8.19E-12,58.5,-0.002
130.2,-8.20E-12,58.5,-0.002
130.25,-8.21E-12,58.5,-0.002
130.3,-8.22E-12,58.6,-0.002
130.35,-8.23E-12,58.6,-0.002
130.4,-8.25E-12,58.6,-0.002
130.45,-8.28E-12,58.6,-0.002
130.5,-8.33E-12,58.6,-0.002
130.55,-8.35E-12,58.6,-0.002
130.6,-8.39E-12,58.6,-0.002
130.65,-8.43E-12,58.6,-0.002
130.7,-8.46E-12,58.6,-0.002
130.75,-8.50E-12,58.6,-0.002
130.8,-8.55E-12,58.6,-0.002
130.85,-8.60E-12,58.6,-0.002
130.9,-8.62E-12,58.7,-0.002
130.95,-8.65E-12,58.7,-0.002
131,-8.67E-12,58.7,-0.002
131.05,-8.68E-12,58.7,-0.002
131.1,-8.71E-12,58.7,-0.002
131.15,-8.74E-12,58.7,-0.002
131.2,-8.76E-12,58.7,-0.002
131.25,-8.78E-12,58.7,-0.002
131.3,-8.79E-12,58.7,-0.002
131.35,-8.82E-12,58.7,-0.002
131.4,-8.83E-12,58.7,-0.002
131.45,-8.86E-12,58.7,-0.002
131.5,-8.86E-12,58.7,-0.002
131.55,-8.88E-12,58.7,-0.002
131.6,-8.90E-12,58.7,-0.002
131.65,-8.92E-12,58.8,-0.002
131.7,-8.96E-12,58.8,-0.002
131.75,-8.98E-12,58.8,-0.002
131.8,-9.00E-12,58.8,-0.002
131.85,-9.03E-12,58.8,-0.002
131.9,-9.06E-12,58.8,-0.002
131.95,-9.10E-12,58.8,-0.002
132,-9.13E-12,58.8,-0.002
132.05,-9.16E-12,58.8,-0.002
132.1,-9.19E-12,58.9,-0.002
132.15,-9.22E-12,58.9,-0.002
132.2,-9.26E-12,58.9,-0.002
132.25,-9.29E-12,58.9,-0.002
132.3,-9.32E-12,58.9,-0.002
132.35,-9.35E-12,58.9,-0.002
132.4,-9.40E-12,58.9,-0.002
132.45,-9.43E-12,58.9,-0.002
132.5,-9.46E-12,58.9,-0.002
132.55,-9.50E-12,58.9,-0.002
132.6,-9.53E-12,58.9,-0.002
132.65,-9.57E-12,58.9,-0.002
132.7,-9.59E-12,59,-0.002
132.75,-9.61E-12,59,-0.002
132.8,-9.65E-12,59,-0.002
132.85,-9.67E-12,59,-0.002
132.9,-9.70E-12,59,-0.002
132.95,-9.74E-12,59,-0.002
133,-9.77E-12,59,-0.002
133.05,-9.80E-12,59,-0.002
133.1,-9.84E-12,59,-0.002
133.15,-9.86E-12,59,-0.002
133.2,-9.88E-12,59,-0.002
133.25,-9.91E-12,59,-0.002
133.3,-9.93E-12,59,-0.002
133.35,-9.95E-12,59,-0.002
133.4,-9.96E-12,59.1,-0.002
133.45,-9.97E-12,59.1,-0.002
133.5,-9.99E-12,59.1,-0.002
133.55,-1.00E-11,59.1,-0.002
133.6,-1.00E-11,59.1,-0.002
133.65,-1.01E-11,59.1,-0.002
133.7,-1.01E-11,59.1,-0.002
133.75,-1.01E-11,59.2,-0.002
133.8,-1.02E-11,59.2,-0.002
133.85,-1.02E-11,59.2,-0.002
133.9,-1.02E-11,59.2,-0.002
133.95,-1.03E-11,59.3,-0.002
134,-1.03E-11,59.3,-0.002
134.05,-1.04E-11,59.3,-0.002
134.1,-1.04E-11,59.3,-0.002
134.15,-1.04E-11,59.3,-0.002
134.2,-1.05E-11,59.3,-0.002
134.25,-1.05E-11,59.3,-0.002
134.3,-1.06E-11,59.4,-0.002
134.35,-1.06E-11,59.4,-0.002
134.4,-1.06E-11,59.4,-0.002
134.45,-1.07E-11,59.4,-0.002
134.5,-1.07E-11,59.4,-0.002
134.55,-1.07E-11,59.4,-0.002
134.6,-1.07E-11,59.4,-0.002
134.65,-1.07E-11,59.4,-0.002
134.7,-1.07E-11,59.4,-0.002
134.75,-1.08E-11,59.4,-0.002
134.8,-1.08E-11,59.4,-0.002
134.85,-1.08E-11,59.5,-0.002
134.9,-1.08E-11,59.5,-0.002
134.95,-1.08E-11,59.5,-0.002
135,-1.09E-11,59.5,-0.002
135.05,-1.09E-11,59.5,-0.002
135.1,-1.09E-11,59.5,-0.002
135.15,-1.09E-11,59.5,-0.002
135.2,-1.09E-11,59.6,-0.002
135.25,-1.09E-11,59.6,-0.002
135.3,-1.09E-11,59.6,-0.002
135.35,-1.09E-11,59.6,-0.002
135.4,-1.10E-11,59.6,-0.002
135.45,-1.10E-11,59.6,-0.002
135.5,-1.10E-11,59.6,-0.002
135.55,-1.10E-11,59.6,-0.002
135.6,-1.10E-11,59.7,-0.002
135.65,-1.10E-11,59.7,-0.002
135.7,-1.10E-11,59.7,-0.002
135.75,-1.10E-11,59.7,-0.002
135.8,-1.10E-11,59.7,-0.002
135.85,-1.10E-11,59.8,-0.002
135.9,-1.10E-11,59.8,-0.002
135.95,-1.11E-11,59.8,-0.002
136,-1.11E-11,59.8,-0.002
136.05,-1.11E-11,59.8,-0.002
136.1,-1.10E-11,59.8,-0.002
136.15,-1.10E-11,59.9,-0.002
136.2,-1.10E-11,59.9,-0.002
136.25,-1.10E-11,59.9,-0.002
136.3,-1.10E-11,59.9,-0.002
136.35,-1.10E-11,59.9,-0.002
136.4,-1.10E-11,59.9,-0.002
136.45,-1.10E-11,60,-0.002
136.5,-1.10E-11,60,-0.002
136.55,-1.10E-11,60,-0.002
136.6,-1.10E-11,60,-0.002
136.65,-1.10E-11,60,-0.002
136.7,-1.09E-11,60,-0.002
136.75,-1.09E-11,60,-0.002
136.8,-1.09E-11,60.1,-0.002
136.85,-1.09E-11,60.1,-0.002
136.9,-1.09E-11,60.1,-0.002
136.95,-1.09E-11,60.1,-0.002
137,-1.08E-11,60.1,-0.002
137.05,-1.08E-11,60.2,-0.002
137.1,-1.08E-11,60.2,-0.002
137.15,-1.08E-11,60.2,-0.002
137.2,-1.07E-11,60.2,-0.002
137.25,-1.07E-11,60.2,-0.002
137.3,-1.07E-11,60.2,-0.002
137.35,-1.06E-11,60.2,-0.002
137.4,-1.06E-11,60.2,-0.002
137.45,-1.06E-11,60.3,-0.002
137.5,-1.05E-11,60.3,-0.002
137.55,-1.05E-11,60.3,-0.002
137.6,-1.05E-11,60.3,-0.002
137.65,-1.05E-11,60.3,-0.002
137.7,-1.04E-11,60.4,-0.002
137.75,-1.04E-11,60.4,-0.002
137.8,-1.03E-11,60.4,-0.002
137.85,-1.03E-11,60.4,-0.002
137.9,-1.02E-11,60.5,-0.002
137.95,-1.02E-11,60.5,-0.002
138,-1.01E-11,60.5,-0.002
138.05,-1.01E-11,60.6,-0.002
138.1,-9.99E-12,60.6,-0.002
138.15,-9.91E-12,60.6,-0.002
138.2,-9.85E-12,60.7,-0.002
138.25,-9.75E-12,60.7,-0.002
138.3,-9.66E-12,60.7,-0.002
138.35,-9.58E-12,60.7,-0.002
138.4,-9.51E-12,60.8,-0.002
138.45,-9.41E-12,60.8,-0.002
138.5,-9.34E-12,60.8,-0.002
138.55,-9.25E-12,60.8,-0.002
138.6,-9.17E-12,60.8,-0.002
138.65,-9.09E-12,60.9,-0.002
138.7,-9.01E-12,60.9,-0.002
138.75,-8.95E-12,60.9,-0.002
138.8,-8.89E-12,60.9,-0.002
138.85,-8.82E-12,60.9,-0.002
138.9,-8.77E-12,60.9,-0.002
138.95,-8.70E-12,60.9,-0.002
139,-8.66E-12,61,-0.002
139.05,-8.61E-12,61,-0.002
139.1,-8.54E-12,61,-0.002
139.15,-8.52E-12,61,-0.002
139.2,-8.47E-12,61,-0.002
139.25,-8.40E-12,61,-0.002
139.3,-8.34E-12,61.1,-0.002
139.35,-8.28E-12,61.1,-0.002
139.4,-8.22E-12,61.1,-0.002
139.45,-8.16E-12,61.1,-0.002
139.5,-8.11E-12,61.1,-0.002
139.55,-8.04E-12,61.1,-0.002
139.6,-7.99E-12,61.2,-0.002
139.65,-7.94E-12,61.2,-0.002
139.7,-7.89E-12,61.2,-0.002
139.75,-7.83E-12,61.2,-0.002
139.8,-7.77E-12,61.2,-0.002
139.85,-7.72E-12,61.3,-0.002
139.9,-7.67E-12,61.3,-0.002
139.95,-7.62E-12,61.3,-0.002
140,-7.57E-12,61.3,-0.002
140.05,-7.51E-12,61.3,-0.002
140.1,-7.46E-12,61.3,-0.002
140.15,-7.42E-12,61.3,-0.002
