Time (s) Run #2,"Current, Ch A (A) Run #2","Voltage, Ch B (V) Run #2","Voltage, Ch C (V) Run #2"
39.1,-2.17E-12,23.7,-0.002
39.15,-2.17E-12,23.8,-0.002
39.2,-2.18E-12,23.8,-0.002
39.25,-2.18E-12,23.8,-0.002
39.3,-2.18E-12,23.8,-0.002
39.35,-2.18E-12,23.9,-0.002
39.4,-2.18E-12,23.9,-0.002
39.45,-2.19E-12,23.9,-0.002
39.5,-2.18E-12,24,-0.002
39.55,-2.18E-12,24,-0.002
39.6,-2.18E-12,24,-0.002
39.65,-2.18E-12,24,-0.002
39.7,-2.17E-12,24,-0.002
39.75,-2.17E-12,24.1,-0.002
39.8,-2.17E-12,24.1,-0.002
39.85,-2.16E-12,24.1,-0.002
39.9,-2.16E-12,24.1,-0.002
39.95,-2.15E-12,24.1,-0.002
40,-2.15E-12,24.2,-0.002
40.05,-2.15E-12,24.2,-0.002
40.1,-2.16E-12,24.2,-0.002
40.15,-2.17E-12,24.2,-0.002
40.2,-2.17E-12,24.2,-0.002
40.25,-2.17E-12,24.2,-0.002
40.3,-2.18E-12,24.2,-0.002
40.35,-2.17E-12,24.2,-0.002
40.4,-2.17E-12,24.2,-0.002
40.45,-2.18E-12,24.2,-0.002
40.5,-2.19E-12,24.2,-0.002
40.55,-2.19E-12,24.2,-0.002
40.6,-2.19E-12,24.2,-0.002
40.65,-2.19E-12,24.2,-0.002
40.7,-2.19E-12,24.2,-0.002
40.75,-2.20E-12,24.2,-0.002
40.8,-2.18E-12,24.2,-0.002
40.85,-2.18E-12,24.2,-0.002
40.9,-2.19E-12,24.2,-0.002
40.95,-2.18E-12,24.2,-0.002
41,-2.18E-12,24.2,-0.002
41.05,-2.16E-12,24.3,-0.002
41.1,-2.17E-12,24.3,-0.002
41.15,-2.17E-12,24.3,-0.002
41.2,-2.17E-12,24.3,-0.002
41.25,-2.17E-12,24.3,-0.002
41.3,-2.16E-12,24.3,-0.002
41.35,-2.16E-12,24.3,-0.002
41.4,-2.17E-12,24.3,-0.002
41.45,-2.16E-12,24.3,-0.002
41.5,-2.16E-12,24.3,-0.002
41.55,-2.18E-12,24.3,-0.002
41.6,-2.17E-12,24.3,-0.002
41.65,-2.16E-12,24.4,-0.002
41.7,-2.17E-12,24.4,-0.002
41.75,-2.18E-12,24.4,-0.002
41.8,-2.18E-12,24.4,-0.002
41.85,-2.19E-12,24.4,-0.002
41.9,-2.18E-12,24.5,-0.002
41.95,-2.20E-12,24.5,-0.002
42,-2.20E-12,24.5,-0.002
42.05,-2.22E-12,24.5,-0.002
42.1,-2.21E-12,24.5,-0.002
42.15,-2.21E-12,24.5,-0.002
42.2,-2.20E-12,24.5,-0.002
42.25,-2.21E-12,24.5,-0.002
42.3,-2.22E-12,24.6,-0.002
42.35,-2.22E-12,24.6,-0.002
42.4,-2.22E-12,24.6,-0.002
42.45,-2.22E-12,24.6,-0.002
42.5,-2.22E-12,24.6,-0.002
42.55,-2.23E-12,24.6,-0.002
42.6,-2.23E-12,24.6,-0.002
42.65,-2.23E-12,24.7,-0.002
42.7,-2.24E-12,24.7,-0.002
42.75,-2.24E-12,24.7,-0.002
42.8,-2.24E-12,24.7,-0.002
42.85,-2.25E-12,24.7,-0.002
42.9,-2.26E-12,24.8,-0.002
42.95,-2.25E-12,24.8,-0.002
43,-2.26E-12,24.8,-0.002
43.05,-2.26E-12,24.8,-0.002
43.1,-2.27E-12,24.9,-0.002
43.15,-2.28E-12,24.9,-0.002
43.2,-2.29E-12,24.9,-0.002
43.25,-2.29E-12,24.9,-0.002
43.3,-2.30E-12,24.9,-0.002
43.35,-2.29E-12,25,-0.002
43.4,-2.30E-12,25,-0.002
43.45,-2.33E-12,25,-0.002
43.5,-2.31E-12,25,-0.002
43.55,-2.34E-12,25.1,-0.002
43.6,-2.33E-12,25.1,-0.002
43.65,-2.35E-12,25.1,-0.002
43.7,-2.35E-12,25.1,-0.002
43.75,-2.36E-12,25.2,-0.002
43.8,-2.36E-12,25.2,-0.002
43.85,-2.36E-12,25.2,-0.002
43.9,-2.37E-12,25.2,-0.002
43.95,-2.38E-12,25.3,-0.002
44,-2.39E-12,25.3,-0.002
44.05,-2.39E-12,25.3,-0.002
44.1,-2.40E-12,25.3,-0.002
44.15,-2.41E-12,25.3,-0.002
44.2,-2.42E-12,25.4,-0.002
44.25,-2.42E-12,25.4,-0.002
44.3,-2.43E-12,25.4,-0.002
44.35,-2.44E-12,25.4,-0.002
44.4,-2.43E-12,25.4,-0.002
44.45,-2.45E-12,25.5,-0.002
44.5,-2.47E-12,25.5,-0.002
44.55,-2.47E-12,25.5,-0.002
44.6,-2.49E-12,25.5,-0.002
44.65,-2.48E-12,25.6,-0.002
44.7,-2.49E-12,25.6,-0.002
44.75,-2.49E-12,25.6,-0.002
44.8,-2.50E-12,25.6,-0.002
44.85,-2.51E-12,25.7,-0.002
44.9,-2.52E-12,25.7,-0.002
44.95,-2.54E-12,25.7,-0.002
45,-2.56E-12,25.7,-0.002
45.05,-2.57E-12,25.8,-0.002
45.1,-2.58E-12,25.8,-0.002
45.15,-2.59E-12,25.8,-0.002
45.2,-2.60E-12,25.9,-0.002
45.25,-2.63E-12,25.9,-0.002
45.3,-2.63E-12,26,-0.002
45.35,-2.65E-12,26,-0.002
45.4,-2.66E-12,26,-0.002
45.45,-2.66E-12,26.1,-0.002
45.5,-2.69E-12,26.1,-0.002
45.55,-2.69E-12,26.2,-0.002
45.6,-2.70E-12,26.2,-0.002
45.65,-2.72E-12,26.2,-0.002
45.7,-2.72E-12,26.2,-0.002
45.75,-2.75E-12,26.3,-0.002
45.8,-2.74E-12,26.3,-0.002
45.85,-2.76E-12,26.3,-0.002
45.9,-2.78E-12,26.3,-0.002
45.95,-2.79E-12,26.4,-0.002
46,-2.80E-12,26.4,-0.002
46.05,-2.81E-12,26.4,-0.002
46.1,-2.82E-12,26.4,-0.002
46.15,-2.84E-12,26.5,-0.002
46.2,-2.84E-12,26.5,-0.002
46.25,-2.85E-12,26.5,-0.002
46.3,-2.84E-12,26.5,-0.002
46.35,-2.85E-12,26.6,-0.002
46.4,-2.85E-12,26.6,-0.002
46.45,-2.86E-12,26.6,-0.002
46.5,-2.87E-12,26.6,-0.002
46.55,-2.88E-12,26.6,-0.002
46.6,-2.87E-12,26.6,-0.002
46.65,-2.89E-12,26.7,-0.002
46.7,-2.90E-12,26.7,-0.002
46.75,-2.91E-12,26.7,-0.002
46.8,-2.92E-12,26.7,-0.002
46.85,-2.93E-12,26.7,-0.002
46.9,-2.93E-12,26.8,-0.002
46.95,-2.95E-12,26.8,-0.002
47,-2.96E-12,26.8,-0.002
47.05,-2.95E-12,26.8,-0.002
47.1,-2.96E-12,26.9,-0.002
47.15,-2.96E-12,26.9,-0.002
47.2,-2.95E-12,26.9,-0.002
47.25,-2.95E-12,26.9,-0.002
47.3,-2.94E-12,26.9,-0.002
47.35,-2.95E-12,26.9,-0.002
47.4,-2.94E-12,27,-0.002
47.45,-2.94E-12,27,-0.002
47.5,-2.95E-12,27,-0.002
47.55,-2.94E-12,27,-0.002
47.6,-2.95E-12,27.1,-0.002
47.65,-2.95E-12,27.1,-0.002
47.7,-2.94E-12,27.1,-0.002
47.75,-2.95E-12,27.1,-0.002
47.8,-2.95E-12,27.1,-0.002
47.85,-2.95E-12,27.2,-0.002
47.9,-2.97E-12,27.2,-0.002
47.95,-2.95E-12,27.2,-0.002
48,-2.95E-12,27.2,-0.002
48.05,-2.96E-12,27.3,-0.002
48.1,-2.96E-12,27.3,-0.002
48.15,-2.95E-12,27.3,-0.002
48.2,-2.95E-12,27.3,-0.002
48.25,-2.94E-12,27.4,-0.002
48.3,-2.95E-12,27.4,-0.002
48.35,-2.94E-12,27.4,-0.002
48.4,-2.93E-12,27.4,-0.002
48.45,-2.93E-12,27.4,-0.002
48.5,-2.93E-12,27.5,-0.002
48.55,-2.93E-12,27.5,-0.002
48.6,-2.92E-12,27.5,-0.002
48.65,-2.93E-12,27.5,-0.002
48.7,-2.93E-12,27.5,-0.002
48.75,-2.92E-12,27.5,-0.002
48.8,-2.92E-12,27.6,-0.002
48.85,-2.92E-12,27.6,-0.002
48.9,-2.91E-12,27.6,-0.002
48.95,-2.91E-12,27.6,-0.002
49,-2.90E-12,27.7,-0.002
49.05,-2.90E-12,27.7,-0.002
49.1,-2.89E-12,27.7,-0.002
49.15,-2.89E-12,27.7,-0.002
49.2,-2.89E-12,27.8,-0.002
49.25,-2.90E-12,27.8,-0.002
49.3,-2.88E-12,27.8,-0.002
49.35,-2.88E-12,27.9,-0.002
49.4,-2.87E-12,27.9,-0.002
49.45,-2.86E-12,27.9,-0.002
49.5,-2.88E-12,28,-0.002
49.55,-2.87E-12,28,-0.002
49.6,-2.86E-12,28,-0.002
49.65,-2.86E-12,28.1,-0.002
49.7,-2.85E-12,28.1,-0.002
49.75,-2.85E-12,28.1,-0.002
49.8,-2.85E-12,28.1,-0.002
49.85,-2.84E-12,28.2,-0.002
49.9,-2.84E-12,28.2,-0.002
49.95,-2.83E-12,28.2,-0.002
50,-2.82E-12,28.2,-0.002
50.05,-2.81E-12,28.3,-0.002
50.1,-2.80E-12,28.3,-0.002
50.15,-2.80E-12,28.3,-0.002
50.2,-2.79E-12,28.4,-0.002
50.25,-2.80E-12,28.4,-0.002
50.3,-2.81E-12,28.4,-0.002
50.35,-2.80E-12,28.4,-0.002
50.4,-2.80E-12,28.5,-0.002
50.45,-2.79E-12,28.5,-0.002
50.5,-2.80E-12,28.5,-0.002
50.55,-2.79E-12,28.6,-0.002
50.6,-2.79E-12,28.6,-0.002
50.65,-2.79E-12,28.6,-0.002
50.7,-2.77E-12,28.6,-0.002
50.75,-2.78E-12,28.7,-0.002
50.8,-2.74E-12,28.7,-0.002
50.85,-2.75E-12,28.7,-0.002
50.9,-2.74E-12,28.8,-0.002
50.95,-2.73E-12,28.8,-0.002
51,-2.74E-12,28.8,-0.002
51.05,-2.74E-12,28.9,-0.002
51.1,-2.73E-12,28.9,-0.002
51.15,-2.73E-12,28.9,-0.002
51.2,-2.73E-12,28.9,-0.002
51.25,-2.72E-12,29,-0.002
51.3,-2.72E-12,29,-0.002
51.35,-2.71E-12,29,-0.002
51.4,-2.71E-12,29,-0.002
51.45,-2.72E-12,29.1,-0.002
51.5,-2.71E-12,29.1,-0.002
51.55,-2.73E-12,29.1,-0.002
51.6,-2.74E-12,29.1,-0.002
51.65,-2.74E-12,29.2,-0.002
51.7,-2.74E-12,29.2,-0.002
51.75,-2.75E-12,29.2,-0.002
51.8,-2.75E-12,29.2,-0.002
51.85,-2.77E-12,29.2,-0.002
51.9,-2.76E-12,29.3,-0.002
51.95,-2.76E-12,29.3,-0.002
52,-2.77E-12,29.3,-0.002
52.05,-2.78E-12,29.3,-0.002
52.1,-2.78E-12,29.4,-0.002
52.15,-2.79E-12,29.4,-0.002
52.2,-2.79E-12,29.4,-0.002
52.25,-2.80E-12,29.5,-0.002
52.3,-2.81E-12,29.5,-0.002
52.35,-2.81E-12,29.5,-0.002
52.4,-2.81E-12,29.5,-0.002
52.45,-2.83E-12,29.6,-0.002
52.5,-2.83E-12,29.6,-0.002
52.55,-2.84E-12,29.6,-0.002
52.6,-2.86E-12,29.7,-0.002
52.65,-2.86E-12,29.7,-0.002
52.7,-2.88E-12,29.7,-0.002
52.75,-2.90E-12,29.7,-0.002
52.8,-2.91E-12,29.7,-0.002
52.85,-2.92E-12,29.8,-0.002
52.9,-2.94E-12,29.8,-0.002
52.95,-2.94E-12,29.8,-0.002
53,-2.95E-12,29.8,-0.002
53.05,-2.96E-12,29.8,-0.002
53.1,-2.98E-12,29.8,-0.002
53.15,-2.98E-12,29.8,-0.002
53.2,-2.99E-12,29.9,-0.002
53.25,-3.02E-12,29.9,-0.002
53.3,-3.03E-12,29.9,-0.002
53.35,-3.04E-12,29.9,-0.002
53.4,-3.03E-12,29.9,-0.002
53.45,-3.05E-12,29.9,-0.002
53.5,-3.05E-12,29.9,-0.002
53.55,-3.04E-12,29.9,-0.002
53.6,-3.06E-12,29.9,-0.002
53.65,-3.06E-12,29.9,-0.002
53.7,-3.07E-12,29.9,-0.002
53.75,-3.06E-12,29.9,-0.002
53.8,-3.06E-12,29.9,-0.002
53.85,-3.08E-12,29.9,-0.002
53.9,-3.07E-12,29.9,-0.002
53.95,-3.06E-12,29.9,-0.002
54,-3.07E-12,29.9,-0.002
54.05,-3.08E-12,29.9,-0.002
54.1,-3.08E-12,29.9,-0.002
54.15,-3.08E-12,29.9,-0.002
54.2,-3.08E-12,29.9,-0.002
54.25,-3.09E-12,29.9,-0.002
54.3,-3.09E-12,30,-0.002
54.35,-3.11E-12,30,-0.002
54.4,-3.11E-12,30,-0.002
54.45,-3.13E-12,30,-0.002
54.5,-3.13E-12,30,-0.002
54.55,-3.14E-12,30,-0.002
54.6,-3.15E-12,30,-0.002
54.65,-3.16E-12,30.1,-0.002
54.7,-3.17E-12,30.1,-0.002
54.75,-3.17E-12,30.1,-0.002
54.8,-3.17E-12,30.1,-0.002
54.85,-3.18E-12,30.1,-0.002
54.9,-3.18E-12,30.1,-0.002
54.95,-3.18E-12,30.1,-0.002
55,-3.18E-12,30.1,-0.002
55.05,-3.20E-12,30.2,-0.002
55.1,-3.20E-12,30.2,-0.002
55.15,-3.22E-12,30.2,-0.002
55.2,-3.23E-12,30.2,-0.002
55.25,-3.24E-12,30.2,-0.002
55.3,-3.24E-12,30.3,-0.002
55.35,-3.26E-12,30.3,-0.002
55.4,-3.28E-12,30.3,-0.002
55.45,-3.28E-12,30.3,-0.002
55.5,-3.30E-12,30.3,-0.002
55.55,-3.31E-12,30.4,-0.002
55.6,-3.32E-12,30.4,-0.002
55.65,-3.34E-12,30.4,-0.002
55.7,-3.35E-12,30.4,-0.002
55.75,-3.35E-12,30.4,-0.002
55.8,-3.37E-12,30.5,-0.002
55.85,-3.38E-12,30.5,-0.002
55.9,-3.40E-12,30.5,-0.002
55.95,-3.41E-12,30.5,-0.002
56,-3.43E-12,30.5,-0.002
56.05,-3.43E-12,30.6,-0.002
56.1,-3.45E-12,30.6,-0.002
56.15,-3.46E-12,30.6,-0.002
56.2,-3.47E-12,30.6,-0.002
56.25,-3.49E-12,30.7,-0.002
56.3,-3.52E-12,30.7,-0.002
56.35,-3.53E-12,30.7,-0.002
56.4,-3.55E-12,30.7,-0.002
56.45,-3.57E-12,30.8,-0.002
56.5,-3.59E-12,30.8,-0.002
56.55,-3.59E-12,30.8,-0.002
56.6,-3.60E-12,30.8,-0.002
56.65,-3.62E-12,30.9,-0.002
56.7,-3.63E-12,30.9,-0.002
56.75,-3.64E-12,30.9,-0.002
56.8,-3.65E-12,30.9,-0.002
56.85,-3.67E-12,30.9,-0.002
56.9,-3.69E-12,31,-0.002
56.95,-3.69E-12,31,-0.002
57,-3.70E-12,31,-0.002
57.05,-3.72E-12,31,-0.002
57.1,-3.72E-12,31.1,-0.002
57.15,-3.73E-12,31.1,-0.002
57.2,-3.75E-12,31.1,-0.002
57.25,-3.75E-12,31.1,-0.002
57.3,-3.75E-12,31.2,-0.002
57.35,-3.76E-12,31.2,-0.002
57.4,-3.77E-12,31.2,-0.002
57.45,-3.78E-12,31.2,-0.002
57.5,-3.79E-12,31.3,-0.002
57.55,-3.80E-12,31.3,-0.002
57.6,-3.81E-12,31.3,-0.002
57.65,-3.82E-12,31.4,-0.002
57.7,-3.83E-12,31.4,-0.002
57.75,-3.84E-12,31.4,-0.002
57.8,-3.83E-12,31.4,-0.002
57.85,-3.84E-12,31.5,-0.002
57.9,-3.85E-12,31.5,-0.002
57.95,-3.85E-12,31.5,-0.002
58,-3.85E-12,31.6,-0.002
58.05,-3.85E-12,31.6,-0.002
58.1,-3.85E-12,31.6,-0.002
58.15,-3.85E-12,31.7,-0.002
58.2,-3.85E-12,31.7,-0.002
58.25,-3.85E-12,31.8,-0.002
58.3,-3.84E-12,31.8,-0.002
58.35,-3.84E-12,31.9,-0.002
58.4,-3.85E-12,31.9,-0.002
58.45,-3.84E-12,31.9,-0.002
58.5,-3.83E-12,32,-0.002
58.55,-3.82E-12,32,-0.002
58.6,-3.81E-12,32.1,-0.002
58.65,-3.81E-12,32.1,-0.002
58.7,-3.79E-12,32.1,-0.002
58.75,-3.79E-12,32.2,-0.002
58.8,-3.77E-12,32.2,-0.002
58.85,-3.76E-12,32.2,-0.002
58.9,-3.73E-12,32.3,-0.002
58.95,-3.73E-12,32.3,-0.002
59,-3.70E-12,32.3,-0.002
59.05,-3.69E-12,32.4,-0.002
59.1,-3.68E-12,32.4,-0.002
59.15,-3.66E-12,32.5,-0.002
59.2,-3.64E-12,32.5,-0.002
59.25,-3.64E-12,32.5,-0.002
59.3,-3.61E-12,32.5,-0.002
59.35,-3.59E-12,32.6,-0.002
59.4,-3.58E-12,32.6,-0.002
59.45,-3.56E-12,32.6,-0.002
59.5,-3.54E-12,32.7,-0.002
59.55,-3.52E-12,32.7,-0.002
59.6,-3.50E-12,32.7,-0.002
59.65,-3.48E-12,32.7,-0.002
59.7,-3.47E-12,32.8,-0.002
59.75,-3.45E-12,32.8,-0.002
59.8,-3.44E-12,32.8,-0.002
59.85,-3.41E-12,32.9,-0.002
59.9,-3.41E-12,32.9,-0.002
59.95,-3.39E-12,33,-0.002
60,-3.38E-12,33,-0.002
60.05,-3.38E-12,33,-0.002
60.1,-3.36E-12,33.1,-0.002
60.15,-3.35E-12,33.1,-0.002
60.2,-3.34E-12,33.1,-0.002
60.25,-3.33E-12,33.2,-0.002
60.3,-3.31E-12,33.2,-0.002
60.35,-3.31E-12,33.2,-0.002
60.4,-3.30E-12,33.3,-0.002
60.45,-3.28E-12,33.3,-0.002
60.5,-3.28E-12,33.4,-0.002
60.55,-3.27E-12,33.4,-0.002
60.6,-3.26E-12,33.4,-0.002
60.65,-3.26E-12,33.5,-0.002
60.7,-3.27E-12,33.5,-0.002
60.75,-3.27E-12,33.5,-0.002
60.8,-3.25E-12,33.6,-0.002
60.85,-3.25E-12,33.6,-0.002
60.9,-3.24E-12,33.6,-0.002
60.95,-3.24E-12,33.7,-0.002
61,-3.24E-12,33.7,-0.002
61.05,-3.23E-12,33.7,-0.002
61.1,-3.24E-12,33.8,-0.002
61.15,-3.24E-12,33.8,-0.002
61.2,-3.23E-12,33.8,-0.002
61.25,-3.25E-12,33.8,-0.002
61.3,-3.24E-12,33.9,-0.002
61.35,-3.24E-12,33.9,-0.002
61.4,-3.26E-12,33.9,-0.002
61.45,-3.27E-12,34,-0.002
61.5,-3.28E-12,34,-0.002
61.55,-3.30E-12,34.1,-0.002
61.6,-3.31E-12,34.1,-0.002
61.65,-3.33E-12,34.1,-0.002
61.7,-3.35E-12,34.2,-0.002
61.75,-3.37E-12,34.2,-0.002
61.8,-3.39E-12,34.2,-0.002
61.85,-3.41E-12,34.3,-0.002
61.9,-3.43E-12,34.3,-0.002
61.95,-3.45E-12,34.3,-0.002
62,-3.47E-12,34.4,-0.002
62.05,-3.50E-12,34.4,-0.002
62.1,-3.52E-12,34.4,-0.002
62.15,-3.56E-12,34.5,-0.002
62.2,-3.58E-12,34.5,-0.002
62.25,-3.59E-12,34.5,-0.002
62.3,-3.63E-12,34.6,-0.002
62.35,-3.64E-12,34.6,-0.002
62.4,-3.67E-12,34.6,-0.002
62.45,-3.69E-12,34.7,-0.002
62.5,-3.74E-12,34.7,-0.002
62.55,-3.77E-12,34.7,-0.002
62.6,-3.79E-12,34.8,-0.002
62.65,-3.83E-12,34.8,-0.002
62.7,-3.87E-12,34.8,-0.002
62.75,-3.91E-12,34.9,-0.002
62.8,-3.95E-12,34.9,-0.002
62.85,-4.00E-12,35,-0.002
62.9,-4.04E-12,35,-0.002
62.95,-4.08E-12,35.1,-0.002
63,-4.13E-12,35.1,-0.002
63.05,-4.17E-12,35.1,-0.002
63.1,-4.20E-12,35.2,-0.002
63.15,-4.24E-12,35.2,-0.002
63.2,-4.27E-12,35.3,-0.002
63.25,-4.32E-12,35.3,-0.002
63.3,-4.35E-12,35.3,-0.002
63.35,-4.39E-12,35.4,-0.002
63.4,-4.44E-12,35.4,-0.002
63.45,-4.46E-12,35.4,-0.002
63.5,-4.50E-12,35.5,-0.002
63.55,-4.54E-12,35.5,-0.002
63.6,-4.57E-12,35.5,-0.002
63.65,-4.61E-12,35.6,-0.002
63.7,-4.63E-12,35.6,-0.002
63.75,-4.66E-12,35.6,-0.002
63.8,-4.69E-12,35.7,-0.002
63.85,-4.70E-12,35.7,-0.002
63.9,-4.73E-12,35.7,-0.002
63.95,-4.75E-12,35.8,-0.002
64,-4.77E-12,35.8,-0.002
64.05,-4.80E-12,35.8,-0.002
64.1,-4.82E-12,35.8,-0.002
64.15,-4.82E-12,35.9,-0.002
64.2,-4.85E-12,35.9,-0.002
64.25,-4.85E-12,35.9,-0.002
64.3,-4.86E-12,35.9,-0.002
64.35,-4.87E-12,35.9,-0.002
64.4,-4.88E-12,35.9,-0.002
64.45,-4.88E-12,36,-0.002
64.5,-4.88E-12,36,-0.002
64.55,-4.89E-12,36,-0.002
64.6,-4.88E-12,36,-0.002
64.65,-4.89E-12,36,-0.002
64.7,-4.89E-12,36,-0.002
64.75,-4.89E-12,36,-0.002
64.8,-4.89E-12,36,-0.002
64.85,-4.90E-12,36,-0.002
64.9,-4.89E-12,36,-0.002
64.95,-4.90E-12,36,-0.002
65,-4.90E-12,36,-0.002
65.05,-4.90E-12,36,-0.002
65.1,-4.90E-12,36,-0.002
65.15,-4.91E-12,36,-0.002
65.2,-4.90E-12,36,-0.002
65.25,-4.90E-12,36,-0.002
65.3,-4.91E-12,36,-0.002
65.35,-4.91E-12,36,-0.002
65.4,-4.91E-12,36,-0.002
65.45,-4.91E-12,36,-0.002
65.5,-4.92E-12,36,-0.002
65.55,-4.94E-12,36,-0.002
65.6,-4.94E-12,36,-0.002
65.65,-4.94E-12,36,-0.002
65.7,-4.95E-12,36,-0.002
65.75,-4.95E-12,36,-0.002
65.8,-4.96E-12,36.1,-0.002
65.85,-4.95E-12,36.1,-0.002
65.9,-4.96E-12,36.1,-0.002
65.95,-4.96E-12,36.1,-0.002
66,-4.96E-12,36.1,-0.002
66.05,-4.95E-12,36.2,-0.002
66.1,-4.95E-12,36.2,-0.002
66.15,-4.94E-12,36.2,-0.002
66.2,-4.92E-12,36.2,-0.002
66.25,-4.91E-12,36.3,-0.002
66.3,-4.92E-12,36.3,-0.002
66.35,-4.90E-12,36.3,-0.002
66.4,-4.90E-12,36.3,-0.002
66.45,-4.89E-12,36.4,-0.002
66.5,-4.87E-12,36.4,-0.002
66.55,-4.85E-12,36.4,-0.002
66.6,-4.85E-12,36.5,-0.002
66.65,-4.84E-12,36.5,-0.002
66.7,-4.82E-12,36.5,-0.002
66.75,-4.81E-12,36.6,-0.002
66.8,-4.80E-12,36.6,-0.002
66.85,-4.76E-12,36.6,-0.002
66.9,-4.76E-12,36.6,-0.002
66.95,-4.74E-12,36.7,-0.002
67,-4.72E-12,36.7,-0.002
67.05,-4.69E-12,36.7,-0.002
67.1,-4.67E-12,36.8,-0.002
67.15,-4.64E-12,36.8,-0.002
67.2,-4.63E-12,36.9,-0.002
67.25,-4.60E-12,36.9,-0.002
67.3,-4.58E-12,36.9,-0.002
67.35,-4.54E-12,37,-0.002
67.4,-4.50E-12,37,-0.002
67.45,-4.48E-12,37.1,-0.002
67.5,-4.45E-12,37.1,-0.002
67.55,-4.42E-12,37.2,-0.002
67.6,-4.37E-12,37.3,-0.002
67.65,-4.34E-12,37.3,-0.002
67.7,-4.31E-12,37.4,-0.002
67.75,-4.26E-12,37.4,-0.002
67.8,-4.23E-12,37.5,-0.002
67.85,-4.20E-12,37.5,-0.002
67.9,-4.15E-12,37.6,-0.002
67.95,-4.11E-12,37.6,-0.002
68,-4.06E-12,37.7,-0.002
68.05,-4.01E-12,37.7,-0.002
68.1,-3.98E-12,37.8,-0.002
68.15,-3.96E-12,37.8,-0.002
68.2,-3.93E-12,37.9,-0.002
68.25,-3.89E-12,37.9,-0.002
68.3,-3.87E-12,38,-0.002
68.35,-3.82E-12,38,-0.002
68.4,-3.81E-12,38,-0.002
68.45,-3.78E-12,38.1,-0.002
68.5,-3.76E-12,38.1,-0.002
68.55,-3.76E-12,38.2,-0.002
68.6,-3.74E-12,38.2,-0.002
68.65,-3.73E-12,38.2,-0.002
68.7,-3.71E-12,38.3,-0.002
68.75,-3.72E-12,38.3,-0.002
68.8,-3.71E-12,38.4,-0.002
68.85,-3.71E-12,38.4,-0.002
68.9,-3.72E-12,38.4,-0.002
68.95,-3.72E-12,38.5,-0.002
69,-3.72E-12,38.5,-0.002
69.05,-3.71E-12,38.6,-0.002
69.1,-3.74E-12,38.6,-0.002
69.15,-3.76E-12,38.7,-0.002
69.2,-3.76E-12,38.7,-0.002
69.25,-3.78E-12,38.7,-0.002
69.3,-3.80E-12,38.8,-0.002
69.35,-3.83E-12,38.8,-0.002
69.4,-3.86E-12,38.9,-0.002
69.45,-3.88E-12,38.9,-0.002
69.5,-3.91E-12,39,-0.002
69.55,-3.94E-12,39,-0.002
69.6,-3.99E-12,39,-0.002
69.65,-4.03E-12,39.1,-0.002
69.7,-4.06E-12,39.1,-0.002
69.75,-4.11E-12,39.1,-0.002
69.8,-4.14E-12,39.2,-0.002
69.85,-4.19E-12,39.2,-0.002
69.9,-4.24E-12,39.3,-0.002
69.95,-4.28E-12,39.3,-0.002
70,-4.33E-12,39.3,-0.002
70.05,-4.39E-12,39.4,-0.002
70.1,-4.44E-12,39.4,-0.002
70.15,-4.50E-12,39.4,-0.002
70.2,-4.55E-12,39.5,-0.002
70.25,-4.61E-12,39.5,-0.002
70.3,-4.65E-12,39.5,-0.002
70.35,-4.70E-12,39.5,-0.002
70.4,-4.76E-12,39.6,-0.002
70.45,-4.80E-12,39.6,-0.002
70.5,-4.84E-12,39.6,-0.002
70.55,-4.89E-12,39.7,-0.002
70.6,-4.94E-12,39.7,-0.002
70.65,-4.98E-12,39.7,-0.002
70.7,-5.03E-12,39.8,-0.002
70.75,-5.07E-12,39.8,-0.002
70.8,-5.13E-12,39.8,-0.002
70.85,-5.18E-12,39.9,-0.002
70.9,-5.22E-12,39.9,-0.002
70.95,-5.27E-12,39.9,-0.002
71,-5.30E-12,39.9,-0.002
71.05,-5.36E-12,39.9,-0.002
71.1,-5.39E-12,40,-0.002
71.15,-5.42E-12,40,-0.002
71.2,-5.45E-12,40,-0.002
71.25,-5.48E-12,40,-0.002
71.3,-5.51E-12,40,-0.002
71.35,-5.54E-12,40,-0.002
71.4,-5.56E-12,40.1,-0.002
71.45,-5.60E-12,40.1,-0.002
71.5,-5.59E-12,40.1,-0.002
71.55,-5.63E-12,40.1,-0.002
71.6,-5.65E-12,40.1,-0.002
71.65,-5.67E-12,40.1,-0.002
71.7,-5.68E-12,40.2,-0.002
71.75,-5.71E-12,40.2,-0.002
71.8,-5.72E-12,40.2,-0.002
71.85,-5.74E-12,40.2,-0.002
71.9,-5.75E-12,40.2,-0.002
71.95,-5.79E-12,40.2,-0.002
72,-5.80E-12,40.2,-0.002
72.05,-5.82E-12,40.2,-0.002
72.1,-5.83E-12,40.3,-0.002
72.15,-5.84E-12,40.3,-0.002
72.2,-5.85E-12,40.3,-0.002
72.25,-5.85E-12,40.3,-0.002
72.3,-5.87E-12,40.3,-0.002
72.35,-5.87E-12,40.3,-0.002
72.4,-5.88E-12,40.3,-0.002
72.45,-5.90E-12,40.3,-0.002
72.5,-5.91E-12,40.3,-0.002
72.55,-5.91E-12,40.3,-0.002
72.6,-5.91E-12,40.3,-0.002
72.65,-5.93E-12,40.4,-0.002
72.7,-5.92E-12,40.4,-0.002
72.75,-5.92E-12,40.4,-0.002
